"fromuserid","touserid","numbercalls","secondscalls"
"350161","350044","8","2514"
"350168","350181","13","681"
"350087","350374","3","3391"
"350102","350028","14","1247"
"350146","350138","18","2106"
"350187","350239","20","1240"
"350036","350035","17","991"
"350194","350207","20","2390"
"433648","350025","19","1964"
"350038","350287","4","2047"
"350037","350041","7","3042"
"350023","350174","13","1581"
"350022","350025","1","2259"
"350061","433648","20","1902"
"350160","350154","12","3166"
"350149","350148","18","2187"
"350025","350147","16","1636"
"350084","350232","14","3349"
"350118","350327","13","2566"
"350086","350081","1","1837"
"350017","350014","7","1788"
"350110","350108","2","329"
"350158","350152","5","2359"
"350104","350110","18","3205"
"350143","350132","4","3006"
"350005","350082","28","3387"
"350108","350089","12","596"
"350116","350249","24","104"
"350138","350206","20","1025"
"350030","350023","6","3091"
"350072","350084","2","1136"
"350166","350351","3","653"
"350135","350149","19","7"
"350167","350154","2","458"
"350109","350146","8","2759"
"350006","350012","15","300"
"350171","350162","18","2262"
"350019","350041","16","1843"
"350063","350055","7","145"
"350098","350141","14","3136"
"350011","350004","7","1087"
"350120","350116","15","3178"
"350069","350170","19","2244"
"350186","350016","37","4184"
"350122","350118","4","491"
"350177","350175","2","1000"
"350082","350086","15","1857"
"350172","350364","8","387"
"350139","350136","7","1010"
"357758","350010","7","3390"
"350074","350079","15","1530"
"350129","350104","1","809"
"350067","350062","7","2442"
"350107","350323","9","2438"
"350128","350200","15","1625"
"350089","350085","32","5026"
"350170","350180","16","2247"
"350164","350376","11","2179"
"350155","350149","18","3135"
"350027","350266","1","2230"
"350198","350033","19","2919"
"350140","350263","17","2539"
"350197","350191","17","2974"
"350179","350172","5","1926"
"350175","350310","15","2310"
"350106","350020","9","1653"
"350008","350012","12","1573"
"350040","350046","5","2683"
"350131","350180","26","3201"
"491615","350110","16","1150"
"350183","350133","14","1161"
"350145","350174","19","1059"
"350099","350098","19","3048"
"350095","350069","9","2203"
"350085","350032","13","3470"
"350013","350015","19","370"
"350004","350224","12","1401"
"350050","350035","16","1560"
"350035","350037","12","1990"
"350193","350195","5","858"
"350075","350084","5","1886"
"350185","433648","6","3091"
"350125","350040","17","961"
"350068","350062","2","892"
"576832","350142","4","3002"
"350173","350172","2","1785"
"350014","350096","7","1379"
"350141","350140","17","2607"
"350136","350387","6","3541"
"350156","350149","13","581"
"350148","350139","4","2393"
"350057","350053","7","1423"
"350112","350107","12","57"
"350169","350177","9","1216"
"350182","350175","10","2133"
"350015","350020","2","2086"
"350081","350378","13","2337"
"350115","350110","4","388"
"350114","350111","6","2385"
"388018","350166","15","2193"
"350077","350283","7","680"
"350126","350124","11","2780"
"350071","350280","2","1836"
"350020","350026","12","3402"
"350176","350019","6","1797"
"350044","350084","13","1080"
"350165","350400","17","1882"
"350174","350092","9","2469"
"350032","350035","9","615"
"350130","350331","16","1579"
"350055","350114","8","158"
"350060","350271","19","2266"
"350103","397902","14","156"
"350111","350146","16","2553"
"350133","350126","17","3380"
"350054","350057","4","717"
"350058","350310","14","183"
"350009","350127","8","1918"
"350053","350238","16","1854"
"350041","350171","8","2439"
"350192","350188","14","3503"
"350062","350059","15","1024"
"350113","350111","18","1249"
"489312","350189","15","963"
"350042","350046","11","3574"
"350150","350046","15","728"
"350026","350377","2","1818"
"350091","350093","20","1889"
"350195","350185","3","2523"
"350189","350140","1","2642"
"350043","350048","3","2870"
"350080","350217","11","1169"
"350092","350096","17","3170"
"350002","350104","12","2357"
"350010","350251","9","2443"
"350039","350041","15","2500"
"350052","350223","7","3422"
"350105","350139","7","436"
"350016","350004","18","2368"
"350134","350245","3","327"
"350059","350067","16","1951"
"350119","350298","1","553"
"350188","350184","14","1504"
"350033","350302","2","2453"
"350021","350317","1","2048"
"350076","350078","7","3200"
"350046","350048","13","866"
"350184","350128","20","2620"
"464386","350185","17","2650"
"350147","350281","19","1490"
"350094","350092","7","2736"
"350028","350173","14","2018"
"350161","350255","8","3036"
"350168","350158","3","399"
"350087","350328","6","1064"
"350102","350370","23","2818"
"350146","350139","15","1391"
"350187","350366","8","442"
"350036","350037","18","1062"
"350194","350022","10","3191"
"433648","350175","18","2458"
"350038","350341","17","1392"
"350037","350072","3","2755"
"350023","350351","18","3445"
"350022","350026","12","1872"
"350018","350370","12","2370"
"350160","350155","16","725"
"350149","350152","5","3574"
"350025","350028","2","3435"
"350084","350094","1","3235"
"350118","350120","6","1951"
"350086","350093","21","4925"
"350017","350068","13","1571"
"350110","350109","15","1487"
"350158","350160","5","2147"
"350104","350111","20","1972"
"350143","350133","5","1954"
"350005","350040","2","1528"
"350108","350281","15","2098"
"350116","350111","7","1705"
"350138","350356","15","2263"
"350030","350373","5","2950"
"350072","350105","11","163"
"350166","350113","14","3457"
"350135","350126","19","1082"
"350167","350162","20","1579"
"350109","464386","15","2072"
"350006","350024","2","124"
"350171","350163","19","3497"
"350019","350114","20","1746"
"350063","350032","6","1551"
"350098","350237","3","1293"
"350011","350400","4","535"
"350120","350117","14","2881"
"350069","350189","12","3117"
"350186","350139","18","879"
"350122","350126","1","913"
"350177","350298","13","3163"
"350082","350088","11","962"
"350172","350176","8","1238"
"350139","350137","13","1130"
"357758","350022","2","3270"
"350074","350080","2","2454"
"350129","350200","5","1733"
"350067","350112","16","1839"
"350107","350104","8","1177"
"350128","350123","12","2466"
"350089","350093","19","856"
"350170","350211","1","3340"
"350164","350161","2","1347"
"350155","350157","27","4206"
"350027","350143","4","3230"
"350198","489312","11","3537"
"350140","350144","20","1914"
"350197","350122","7","1562"
"350179","350176","6","898"
"350175","350191","2","239"
"350106","350116","1","1199"
"350008","350020","19","736"
"350040","350054","18","3368"
"350131","350284","9","265"
"491615","350122","18","2008"
"350183","350187","5","2599"
"350145","350184","17","16"
"350099","350356","12","1429"
"350095","350085","13","1903"
"350085","350082","10","331"
"350013","350023","15","745"
"350004","350051","12","2500"
"350050","350054","8","2102"
"350035","350341","12","1115"
"350193","350203","14","1594"
"350075","350080","15","263"
"350185","350370","18","1493"
"350125","350382","19","3474"
"350068","350377","11","2577"
"576832","350334","2","1291"
"350173","350168","25","4675"
"350014","350015","8","1260"
"350141","350290","18","2051"
"350136","350214","9","2384"
"350156","350150","4","3545"
"350148","350158","15","1207"
"350057","350264","11","1310"
"350112","350234","18","4075"
"350169","350162","16","2297"
"350182","350176","1","3133"
"350015","350021","13","1723"
"350081","433648","17","3452"
"350115","350122","16","1311"
"350114","350112","15","1945"
"388018","350174","17","71"
"350077","350118","9","2520"
"350126","350125","7","766"
"350071","350161","5","1838"
"350020","350022","13","2872"
"350176","350123","19","383"
"350044","350087","11","1794"
"350165","350070","19","2553"
"350174","350173","1","1431"
"350032","350036","19","2872"
"350130","350008","10","3449"
"350055","350218","11","2680"
"350060","350229","2","1579"
"350162","350200","11","3049"
"350111","350184","18","2565"
"350133","350127","7","241"
"350054","350111","2","3124"
"350058","350083","1","1076"
"350009","350008","10","1857"
"350053","350250","11","445"
"350041","350298","6","667"
"350192","350184","16","3150"
"350062","350359","1","1149"
"350113","350303","5","988"
"489312","350285","19","547"
"350042","350048","8","3235"
"350150","350142","1","1239"
"350026","350312","8","16"
"350091","350094","18","4368"
"350195","350186","19","484"
"350189","350145","15","491"
"350043","350033","16","2929"
"350080","350075","19","797"
"350092","350377","8","962"
"350002","350121","3","3195"
"350010","350013","17","2679"
"350039","350233","7","2126"
"350052","350050","1","1977"
"350105","350397","13","3341"
"350016","350023","14","2335"
"350134","350072","13","2903"
"350059","350068","19","3402"
"350119","350125","14","799"
"350188","350185","13","2920"
"350033","350075","20","546"
"350021","350048","13","1738"
"350076","350079","37","3417"
"350046","350049","6","3573"
"350184","350182","13","1772"
"464386","350377","15","2842"
"350147","350012","8","3289"
"350094","464386","19","981"
"350028","350204","4","1346"
"350161","350363","19","2330"
"350168","350162","12","160"
"350087","350228","2","3526"
"350102","350197","2","2318"
"350146","350140","13","384"
"350187","350212","5","2640"
"350036","350038","6","3206"
"350194","350203","14","1721"
"433648","350394","6","2288"
"350038","350156","11","21"
"350037","350049","19","1108"
"350023","350021","17","3570"
"350022","350027","2","227"
"350018","350347","17","2984"
"350160","350156","7","2582"
"350149","350156","9","2765"
"350025","350024","4","540"
"350084","350071","17","3262"
"350118","350139","14","2598"
"350086","350166","15","2285"
"350017","350026","5","314"
"350110","350111","10","3179"
"350158","350156","14","228"
"350104","350112","8","68"
"350143","350134","6","3196"
"350005","350113","16","2689"
"350108","350181","17","884"
"350116","464386","9","2941"
"350138","350033","2","2311"
"350030","350027","4","1956"
"350072","350115","12","729"
"350166","350167","14","2830"
"350135","350134","12","3269"
"350167","350181","12","914"
"350109","350119","2","197"
"350006","350255","15","2247"
"350171","350164","32","3247"
"350019","350306","3","1747"
"350063","350128","2","1317"
"350098","350333","11","2054"
"350011","350077","16","3980"
"350120","350118","4","326"
"350069","350070","11","21"
"350186","350097","20","815"
"350122","397902","20","3159"
"350177","350179","9","934"
"350082","350089","4","1334"
"350172","350161","11","2707"
"350139","350138","12","2375"
"357758","350014","2","971"
"350074","350087","9","3395"
"350129","350135","18","13"
"350067","350389","12","633"
"350107","350016","4","1190"
"350128","350135","5","155"
"350089","350285","4","1980"
"350170","350165","16","1657"
"350164","350084","11","2990"
"350155","350057","11","1283"
"350027","350024","17","1785"
"350198","350064","8","3845"
"350140","350148","4","207"
"350197","350195","12","370"
"350179","350184","1","1138"
"350175","350168","1","632"
"350106","350074","13","304"
"350008","350170","2","2371"
"350040","350070","14","168"
"350131","464386","3","269"
"491615","350333","17","849"
"350183","350191","17","1022"
"350145","350211","9","1422"
"350099","388018","12","2176"
"350095","350104","18","2025"
"350085","350305","24","2662"
"350013","350027","7","1000"
"350004","350009","2","2293"
"350050","350058","13","1185"
"350035","350222","13","198"
"350193","350395","13","3247"
"350075","350111","10","819"
"350185","350228","10","1795"
"350125","350059","12","270"
"350068","350066","14","87"
"576832","350269","7","3533"
"350173","350176","19","1405"
"350014","350046","5","61"
"350141","350386","4","2243"
"350136","350268","7","1058"
"350156","350151","20","290"
"350148","350143","13","889"
"350057","350226","7","43"
"350112","350242","18","3998"
"350169","350181","11","887"
"350182","350177","9","835"
"350015","350022","8","1564"
"350081","350309","14","1724"
"350115","350268","8","342"
"350114","350113","8","718"
"388018","350170","15","2030"
"350077","350310","13","2561"
"350126","350127","20","1250"
"350071","350084","3","2617"
"350020","350030","16","2554"
"350176","350215","2","1602"
"350044","350106","18","1987"
"350165","350020","5","3494"
"350174","350177","17","1748"
"350032","350037","19","1340"
"350130","350093","3","1333"
"350055","350053","21","4684"
"350060","350248","20","2997"
"350162","350027","7","2237"
"350111","350119","27","5166"
"350133","350128","11","883"
"350054","350165","31","7007"
"350058","350168","18","221"
"350009","350012","18","3055"
"350053","350259","13","3167"
"350041","350275","19","1693"
"350192","350196","18","450"
"350062","350067","9","2507"
"350113","350357","17","704"
"489312","350016","2","1978"
"350042","350049","18","1597"
"350150","350388","18","423"
"350026","350181","2","471"
"350091","350095","7","249"
"350195","350187","5","2171"
"350189","350164","1","2560"
"350043","350041","1","1581"
"350080","350052","11","1717"
"350092","350246","14","2184"
"350002","350123","3","3053"
"350010","350109","11","1844"
"350039","350045","19","1275"
"350052","350046","3","1050"
"350105","350074","3","1986"
"350016","350008","19","1896"
"350134","350145","19","2003"
"350059","350082","4","832"
"350119","350006","4","2784"
"350188","350186","5","1063"
"350033","350029","16","944"
"350021","350006","18","1577"
"350076","350080","4","153"
"350046","350050","12","1841"
"350184","350309","2","1544"
"464386","350108","20","3467"
"350147","350008","11","2904"
"350094","397902","14","2471"
"350028","350127","9","2128"
"350161","350321","10","302"
"350168","350085","10","628"
"350087","350086","2","352"
"350102","350151","6","1187"
"350146","350141","11","86"
"350187","350039","10","3374"
"350036","350039","10","312"
"350194","350161","15","2755"
"433648","350233","19","858"
"350038","350018","5","3372"
"350037","350026","5","1448"
"350023","350363","2","753"
"350022","350028","9","3152"
"350018","350078","10","2224"
"350160","350157","17","2145"
"350025","350036","5","106"
"350084","350098","14","586"
"350118","350116","18","2214"
"350086","350074","2","2887"
"350017","350172","20","1728"
"350110","350112","13","1601"
"350158","350091","3","367"
"350104","350113","2","1477"
"350143","350135","16","759"
"350005","350036","1","2015"
"350108","350062","5","2746"
"350116","350280","2","3195"
"350138","350087","20","1747"
"350030","350039","18","2600"
"350072","350120","5","3365"
"350166","350163","9","1013"
"350135","350130","2","2318"
"350167","350166","7","1079"
"350109","350104","17","2648"
"350006","350124","12","2395"
"350171","350165","6","813"
"350019","350168","7","3197"
"350063","433648","14","2191"
"350098","350268","3","2172"
"350011","350396","14","232"
"350120","350119","12","802"
"350069","350316","7","1554"
"350186","350074","19","214"
"350122","350257","16","2110"
"350177","350006","15","678"
"350082","350105","20","3175"
"350172","350180","11","2269"
"350139","350140","13","3407"
"357758","350157","31","5854"
"350074","350104","1","2823"
"350129","350346","10","2252"
"350067","350066","12","2436"
"350107","350112","14","2466"
"350128","350154","17","635"
"350089","350304","17","305"
"350170","464386","2","3491"
"350164","350180","15","580"
"350155","350165","9","1691"
"350027","350009","19","818"
"350198","350137","7","957"
"350140","350125","10","1481"
"350197","350207","16","1020"
"350179","350376","12","1318"
"350175","350176","19","1406"
"350106","350112","4","3459"
"350008","350016","9","648"
"350040","350080","7","2322"
"350131","350315","20","1004"
"491615","350095","2","3010"
"350183","350034","4","831"
"350145","350215","11","362"
"350099","350287","5","2241"
"350095","350089","7","2363"
"350085","350186","11","3217"
"350013","350004","2","1716"
"350004","350155","6","810"
"350050","650417","2","1212"
"350035","350049","5","2052"
"350193","350326","9","1966"
"350075","350261","19","2616"
"350185","350109","14","2957"
"350125","350317","20","1980"
"350068","350162","18","211"
"576832","350265","5","3327"
"350173","350180","19","2053"
"350014","350311","1","549"
"350141","350052","14","1143"
"350136","350137","3","3196"
"350156","350152","1","1487"
"350148","350335","18","127"
"350057","350184","8","533"
"350112","350111","5","45"
"350169","350158","18","1133"
"350182","350179","2","1689"
"350015","350023","13","2510"
"350081","350082","18","746"
"350115","350126","13","3028"
"350114","350115","9","180"
"388018","350186","14","616"
"350077","350364","5","958"
"350126","350128","7","2347"
"350071","350138","8","1651"
"350020","350015","5","2554"
"350176","350300","6","538"
"350044","350116","10","1317"
"350165","350093","13","3483"
"350174","350112","3","1219"
"350032","350038","19","3397"
"350130","350131","17","3179"
"350055","350072","3","483"
"350060","350129","1","3083"
"350162","350304","10","2376"
"350111","350269","14","283"
"350133","350129","14","225"
"350054","350246","7","262"
"350058","350337","7","42"
"350009","650417","18","394"
"350053","350267","17","3213"
"350041","350102","16","949"
"350192","350119","13","1924"
"350062","350063","20","4704"
"350113","350138","7","1508"
"489312","350208","11","1809"
"350042","350050","2","1296"
"350150","350311","20","890"
"350026","350285","2","1418"
"350091","350096","16","750"
"350195","350188","14","94"
"350189","350172","1","705"
"350043","350037","3","338"
"350080","350071","16","2268"
"350092","350108","8","2127"
"350002","350126","12","1541"
"350010","350009","18","2646"
"350039","350237","17","1730"
"350052","350215","10","768"
"350105","350362","20","790"
"350016","350012","1","2037"
"350134","350126","2","289"
"350059","350106","4","1938"
"350119","350198","9","3209"
"350188","350187","10","16"
"350033","350041","10","44"
"350021","350025","16","2288"
"350076","350081","6","2046"
"350046","350051","11","1100"
"350184","350136","7","1154"
"464386","350204","8","3382"
"350147","350258","7","3515"
"350094","350096","9","304"
"350028","350085","19","2086"
"350161","350167","15","3051"
"350168","350170","15","2749"
"350087","350351","4","1206"
"350102","350109","9","4255"
"350146","350142","10","394"
"350187","350370","11","886"
"350036","350040","6","3279"
"350194","350180","5","2439"
"433648","350379","15","2439"
"350038","350037","17","1933"
"350037","350080","13","2421"
"350023","350017","10","3257"
"350022","350029","13","2220"
"350018","350186","17","3127"
"350160","350158","16","4775"
"350025","350032","16","1091"
"350084","350075","4","1758"
"350086","350078","6","345"
"350017","350030","4","360"
"350110","350113","10","65"
"350158","350110","19","2704"
"350104","350114","5","760"
"350143","350136","12","3008"
"350005","350324","13","1625"
"350108","350112","3","3441"
"350116","350030","21","5208"
"350138","350064","11","2318"
"350030","350035","20","3013"
"350072","350154","10","2038"
"350166","350171","5","3242"
"350135","350138","13","3358"
"350167","350097","14","1337"
"350109","350108","8","2830"
"350006","350005","11","1950"
"350171","350166","10","3142"
"350019","350187","10","1303"
"350063","576832","16","1005"
"350098","350095","16","2759"
"350011","350008","8","945"
"350120","350121","13","2496"
"350069","350155","8","2038"
"350186","350170","4","2557"
"350122","350119","16","1720"
"350177","350306","19","2446"
"350082","350106","9","230"
"350172","350165","9","1247"
"350139","350141","5","772"
"357758","350076","5","2931"
"350074","350112","16","1071"
"350129","350120","6","3037"
"350067","350078","2","880"
"350107","350208","4","1244"
"350128","350400","12","3587"
"350089","350316","5","2503"
"350170","350173","2","597"
"350164","350165","12","1791"
"350155","350184","15","2682"
"350027","350201","9","2350"
"350198","350187","11","1902"
"350140","350221","11","1511"
"350197","350203","17","1651"
"350179","350180","11","347"
"350175","350172","10","228"
"350106","350097","13","3390"
"350008","350089","12","3078"
"350040","350088","1","1107"
"350131","350184","22","3238"
"491615","350372","15","47"
"350183","350280","14","2948"
"350145","350226","18","2799"
"350099","350091","2","1162"
"350095","350108","14","2554"
"350085","350013","14","2951"
"350013","350012","16","2092"
"350004","350159","5","3592"
"350050","350043","2","1368"
"350035","350176","16","2808"
"350193","350207","20","3364"
"350075","464386","19","1518"
"350185","350163","1","2667"
"350125","350132","3","1775"
"350068","350070","5","422"
"576832","350050","3","914"
"350173","350265","18","360"
"350014","350173","31","3700"
"350141","350148","5","630"
"350136","350222","6","3384"
"350156","350153","19","549"
"350148","350120","6","2018"
"350057","350234","15","2993"
"350112","350334","14","2077"
"350169","350166","2","2844"
"350182","350180","34","4966"
"350015","350024","12","3350"
"350081","350136","18","923"
"350115","350103","17","3036"
"350114","350116","9","3267"
"388018","350205","14","2271"
"350077","350349","2","1282"
"350126","350129","14","737"
"350071","350092","20","2330"
"350020","350107","13","2671"
"350176","350169","14","1976"
"350044","350131","11","716"
"350165","350147","13","3592"
"350174","350377","15","695"
"350032","350039","11","1249"
"350130","350239","20","2266"
"350055","350145","3","635"
"350060","350394","20","482"
"350162","350173","15","1547"
"350111","350365","1","1654"
"350133","350130","6","75"
"350054","350115","7","3424"
"350058","489312","4","935"
"350009","350116","1","781"
"350053","350313","4","431"
"350041","350398","2","2090"
"350192","350200","11","573"
"350062","350159","22","4005"
"350113","350019","5","3041"
"489312","350366","8","1858"
"350042","350051","18","1221"
"350150","350096","20","3532"
"350026","350270","15","2301"
"350091","350097","10","2611"
"350195","350189","8","2477"
"350189","350183","20","32"
"350043","350145","14","1664"
"350080","350079","7","1152"
"350092","350177","14","2401"
"350002","350162","5","1417"
"350010","350017","2","2139"
"350039","350172","2","972"
"350052","350173","1","1617"
"350105","350224","20","3425"
"350016","350020","6","202"
"350134","350122","1","1065"
"350059","350108","7","2847"
"350119","350060","8","1384"
"350188","350189","20","2183"
"350033","350037","10","2888"
"350021","350229","5","2486"
"350076","350082","16","2371"
"350046","350052","3","2945"
"350184","350186","18","1740"
"464386","350396","19","1784"
"350147","350139","4","2469"
"350094","350019","8","2686"
"350028","350181","19","2773"
"350161","350175","12","2557"
"350168","350243","20","2676"
"350087","350390","7","2019"
"350102","350355","5","618"
"350146","350143","1","2990"
"350187","350270","9","809"
"350036","350041","4","154"
"350194","350092","15","3006"
"433648","350152","16","3035"
"350038","350160","17","1731"
"350037","350045","10","3430"
"350023","350186","8","1870"
"350022","350030","11","739"
"350018","350224","6","1177"
"350160","350159","19","3841"
"350025","350320","11","524"
"350084","350340","18","2984"
"350086","350174","20","1939"
"350017","350126","19","573"
"350110","350114","7","3053"
"350158","350164","23","6547"
"350104","350132","10","1185"
"350143","350137","7","1114"
"350005","350086","20","3209"
"350108","350120","4","377"
"350116","350115","16","3170"
"350138","350137","18","3255"
"350030","350185","4","696"
"350072","350173","14","587"
"350166","350048","18","2138"
"350135","350123","15","1715"
"350167","350170","22","3989"
"350109","350354","8","3406"
"350006","350001","8","3061"
"350171","350167","4","239"
"350019","350218","20","3525"
"350063","350382","6","2407"
"350098","350168","12","2014"
"350011","350104","3","413"
"350120","350122","14","1721"
"350069","350074","6","775"
"350186","350201","19","893"
"350122","350242","18","1100"
"350177","489312","13","318"
"350082","350116","8","3438"
"350172","350184","7","1193"
"350139","350142","6","985"
"357758","350130","11","322"
"350074","350114","20","1995"
"350129","350139","17","1765"
"350067","350070","18","1526"
"350107","350239","5","827"
"350128","350131","3","3485"
"350089","350143","13","3666"
"350170","350169","14","894"
"350155","350011","17","3513"
"350027","350028","15","642"
"350198","350241","33","4110"
"350140","350179","10","1192"
"350197","350211","7","1943"
"350179","350307","14","2232"
"350175","350299","4","556"
"350106","350105","3","2069"
"350008","350001","16","479"
"350040","350089","11","1541"
"350131","350238","10","929"
"491615","350007","7","345"
"350183","350180","14","1219"
"350145","350250","8","482"
"350099","489312","9","166"
"350095","350062","6","2338"
"350085","350259","19","1860"
"350013","350008","11","3328"
"350004","350213","10","3414"
"350050","350028","2","2893"
"350035","350153","6","3563"
"350193","350192","13","2991"
"350075","350376","6","1006"
"350185","350182","2","3176"
"350125","350021","15","1297"
"350068","350124","17","2032"
"576832","350027","11","1404"
"350173","350038","17","1600"
"350014","350050","11","155"
"350141","350144","10","510"
"350136","350141","12","1845"
"350156","350154","16","2040"
"350148","350151","11","3525"
"350057","350061","3","500"
"350112","350004","7","1519"
"350169","350116","14","769"
"350182","350181","15","1035"
"350015","350025","15","2803"
"350081","350182","12","2260"
"350115","350080","14","2077"
"350114","350117","18","2939"
"388018","350182","19","2286"
"350077","350080","4","3109"
"350126","350130","7","3579"
"350071","350188","10","1719"
"350020","350299","5","1219"
"350176","350177","19","594"
"350044","350150","10","2583"
"350165","350166","8","2855"
"350174","350143","19","3626"
"350032","350040","33","5964"
"350130","350312","18","406"
"350055","350057","19","1533"
"350060","350156","10","729"
"350162","350227","29","4136"
"350111","350096","13","150"
"350133","350131","11","2793"
"350054","350265","10","3173"
"350058","350226","17","1084"
"350009","350013","10","371"
"350053","350335","9","1418"
"350041","350106","5","2645"
"350192","350392","19","2168"
"350062","576832","1","2125"
"350113","350115","13","823"
"489312","350193","14","1780"
"350042","350052","7","1534"
"350150","350192","13","1708"
"350026","350182","9","6295"
"350091","350098","15","1817"
"350195","350190","11","2917"
"350189","350185","16","3207"
"350043","350045","12","1814"
"350080","350083","24","6747"
"350092","350285","20","1557"
"350002","350171","6","1969"
"350010","350002","17","371"
"350039","350364","11","2772"
"350052","350365","13","2126"
"350105","650417","13","440"
"350016","350170","13","1231"
"350134","350130","12","3552"
"350059","350109","15","1031"
"350119","350110","17","2029"
"350188","350190","7","1447"
"350033","350087","1","64"
"350021","350060","19","809"
"350076","350083","1","3150"
"350046","350053","20","1518"
"350184","350194","7","1333"
"464386","350104","19","1011"
"350147","350151","18","2614"
"350094","350088","25","1493"
"350028","350166","1","1044"
"350161","350398","17","2794"
"350168","350166","8","1552"
"350087","350355","6","1130"
"350102","350136","19","437"
"350146","350144","15","460"
"350187","350170","7","1817"
"350036","350042","1","233"
"350194","350184","14","1766"
"433648","350398","1","1816"
"350038","350022","2","803"
"350037","350030","8","1413"
"350023","350163","19","2440"
"350022","350045","8","1625"
"350018","350040","17","2940"
"350160","350161","12","2435"
"350025","350013","11","2501"
"350084","350029","16","2127"
"350086","350082","2","621"
"350017","350007","3","3010"
"350110","350115","1","2935"
"350158","350064","15","3032"
"350104","350353","2","941"
"350143","350138","9","35"
"350005","576832","7","2937"
"350108","350097","9","751"
"350116","350307","16","769"
"350138","350383","5","401"
"350030","350031","16","1050"
"350072","350175","17","3104"
"350166","350175","16","84"
"350135","350142","9","1469"
"350167","350362","1","741"
"350109","350112","19","360"
"350006","350182","14","3187"
"350171","350168","10","591"
"350019","350099","6","1184"
"350063","350113","19","4275"
"350098","350368","5","2312"
"350011","350027","11","179"
"350120","350123","9","869"
"350069","350332","12","1802"
"350186","350082","4","1860"
"350122","350123","16","3172"
"350177","388018","5","741"
"350082","350117","15","2881"
"350172","350257","12","3060"
"350139","350143","20","837"
"357758","350011","10","84"
"350074","350117","38","5577"
"350129","350124","16","3350"
"350067","350055","8","119"
"350107","350108","5","1832"
"350128","350127","9","133"
"350089","350097","8","2414"
"350170","350031","13","2823"
"350155","350161","16","1158"
"350027","350032","13","1027"
"350198","350110","13","2694"
"350140","350252","1","2921"
"350197","350188","9","2483"
"350179","350134","16","2673"
"350175","350180","2","2540"
"350106","350328","13","1548"
"350008","350009","11","3449"
"350040","350120","8","1699"
"350131","350319","7","2605"
"491615","350295","7","1503"
"350183","350184","5","3344"
"350145","350272","12","1781"
"350099","350160","16","3230"
"350095","350093","29","4698"
"350085","357758","13","584"
"350013","350016","16","3426"
"350004","350309","7","285"
"350050","350293","4","904"
"350035","350303","12","3050"
"350193","350361","6","3069"
"350075","350115","20","1427"
"350185","350328","8","3100"
"350125","350117","20","3239"
"350068","350366","12","187"
"576832","350227","20","3320"
"350173","350338","13","3392"
"350014","350196","11","2296"
"350141","350152","18","2498"
"350136","350034","12","2456"
"350156","350155","13","3557"
"350148","350224","4","2545"
"350057","350107","12","1982"
"350112","350119","10","1776"
"350169","350170","13","2072"
"350182","350183","12","816"
"350015","350026","10","2293"
"350081","350009","20","2114"
"350115","350107","1","2614"
"350114","350118","1","3067"
"388018","350190","11","429"
"350077","350076","1","2874"
"350126","350131","20","3261"
"350071","350284","14","2396"
"350020","350257","13","757"
"350176","350173","20","2931"
"350044","350166","5","2915"
"350165","350124","5","739"
"350174","350266","4","959"
"350032","350041","8","1858"
"350130","350243","17","2235"
"350055","350303","13","2319"
"350060","350360","26","2385"
"350162","350377","1","1126"
"350111","350273","12","627"
"350133","350132","15","234"
"350054","350058","6","3403"
"350058","350245","13","3257"
"350009","350374","14","92"
"350053","350340","2","2883"
"350041","350160","7","1207"
"350192","350204","18","1583"
"350062","350390","15","2070"
"350113","350092","11","3277"
"489312","350212","1","2826"
"350042","350104","11","3520"
"350150","350396","13","3424"
"350026","350051","17","3129"
"350091","350099","15","1386"
"350195","350191","12","3114"
"350189","350186","8","758"
"350043","350322","11","2347"
"350080","350137","5","3297"
"350092","350089","20","1618"
"350002","350174","15","3377"
"350010","350021","5","1713"
"350039","350191","9","194"
"350052","350054","3","12"
"350105","350055","16","1800"
"350016","350005","1","1418"
"350134","350376","1","2002"
"350059","350133","18","1624"
"350119","350129","16","2388"
"350188","350191","14","1981"
"350033","350264","1","3486"
"350021","350306","20","2756"
"350076","350084","20","2667"
"350046","350054","9","2093"
"350184","350063","2","175"
"464386","350243","8","230"
"350147","350397","12","1286"
"350094","350192","19","108"
"350028","350089","12","817"
"350161","350156","11","388"
"350168","350174","8","1673"
"350087","350171","14","2035"
"350102","350294","13","137"
"350146","350145","17","3234"
"350187","350224","4","3447"
"350036","350043","11","1166"
"350194","350388","12","2616"
"433648","388018","22","1771"
"350038","350268","9","658"
"350037","350038","18","3201"
"350023","350025","18","2610"
"350022","350059","13","2531"
"350018","350328","7","3363"
"350160","350162","1","1203"
"350025","350290","3","1028"
"350084","350083","3","866"
"350086","350186","17","1695"
"350017","350076","12","3014"
"350110","350116","13","473"
"350158","350083","10","980"
"350104","433648","8","598"
"350143","350139","3","1626"
"350005","350209","6","1138"
"350108","350193","11","1781"
"350116","350207","12","1406"
"350138","350114","18","315"
"350030","350043","19","643"
"350072","350197","17","2363"
"350166","350321","8","3538"
"350135","350127","5","438"
"350167","350393","6","1382"
"350109","350070","17","99"
"350006","350009","5","383"
"350171","350169","18","121"
"350019","350345","6","944"
"350063","350305","1","1141"
"350098","350099","2","212"
"350011","350012","15","1242"
"350120","350124","10","3013"
"350069","350009","1","1912"
"350186","350370","16","3581"
