"NODE_SRC","NODE_TRG","nrel","ra","rb","rc","rd","re"
"6271265","6014218","1","0","1","0","0","0"
"2690138","2340385","1","0","1","0","0","0"
"4610143","3360790","1","1","0","0","0","0"
"6309403","3678648","1","0","1","0","0","0"
"3924317","5322381","1","0","1","0","0","0"
"2175457","6014218","1","0","1","0","0","0"
"6179627","5322381","1","0","1","0","0","0"
"2471477","5322381","1","0","1","0","0","0"
"3930763","6014218","1","0","1","0","0","0"
"4807167","6014218","1","0","1","0","0","0"
"2876312","2340385","1","0","1","0","0","0"
"5748419","5322381","1","0","1","0","0","0"
"1847673","2340385","1","0","1","0","0","0"
"4234115","5322381","1","0","1","0","0","0"
"5590396","3142363","1","0","1","0","0","0"
"4060964","5770584","1","0","1","0","0","0"
"2519008","5546367","1","0","1","0","0","0"
"1740101","4808898","1","0","1","0","0","0"
"5348466","4808898","1","0","1","0","0","0"
"2512255","6014218","1","0","1","0","0","0"
"4691375","6014218","1","0","1","0","0","0"
"2251424","6014218","1","0","1","0","0","0"
"5568134","2340385","1","0","1","0","0","0"
"3351614","6014218","1","0","1","0","0","0"
"6256358","6014218","1","0","1","0","0","0"
"3501761","4808898","1","0","1","0","0","0"
"3211419","3142363","1","0","1","0","0","0"
"4152356","3678648","1","0","1","0","0","0"
"4853861","2340385","1","0","1","0","0","0"
"3458405","5322381","1","0","1","0","0","0"
"3495351","5770584","1","0","1","0","0","0"
"3467268","3142363","1","0","1","0","0","0"
"1613156","6014218","1","0","1","0","0","0"
"3394335","6014218","1","0","1","0","0","0"
"3672955","2340385","1","0","1","0","0","0"
"2281421","6014218","1","0","1","0","0","0"
"5785571","3678648","1","0","1","0","0","0"
"4663752","2340385","1","0","1","0","0","0"
"5657524","5770584","1","0","1","0","0","0"
"5006126","5322381","1","0","1","0","0","0"
"4798418","3678648","1","0","1","0","0","0"
"3301406","6014218","1","0","1","0","0","0"
"4446181","6014218","1","0","1","0","0","0"
"1996074","6014218","1","0","1","0","0","0"
"6168874","3142363","1","0","1","0","0","0"
"5393990","6014218","1","0","1","0","0","0"
"3426469","5770584","1","0","1","0","0","0"
"3572732","4808898","1","0","1","0","0","0"
"3740488","6014218","1","0","1","0","0","0"
"3754295","4535041","1","1","0","0","0","0"
"3844629","2594117","1","0","1","0","0","0"
"3225531","2340385","1","0","1","0","0","0"
"2262438","1719187","1","1","0","0","0","0"
"4875486","6014218","1","0","1","0","0","0"
"5111682","6014218","1","0","1","0","0","0"
"6042236","6014218","1","0","1","0","0","0"
"4408522","6014218","1","0","1","0","0","0"
"6030969","6014218","1","0","1","0","0","0"
"3679129","2117979","1","0","0","0","1","0"
"2849564","6014218","1","0","1","0","0","0"
"5961660","4808898","1","0","1","0","0","0"
"2980022","6014218","1","0","1","0","0","0"
"2752328","6014218","1","0","1","0","0","0"
"2537934","6014218","1","0","1","0","0","0"
"4313292","6014218","1","0","1","0","0","0"
"4012861","5322381","1","0","1","0","0","0"
"4379888","5770584","1","0","1","0","0","0"
"4211519","3142363","1","0","1","0","0","0"
"4164924","6014218","1","0","1","0","0","0"
"2864257","6014218","1","0","1","0","0","0"
"4190824","2340385","1","0","1","0","0","0"
"4570499","6014218","1","0","1","0","0","0"
"2706795","6014218","1","0","1","0","0","0"
"3960125","5322381","1","0","1","0","0","0"
"5018242","6014218","1","0","1","0","0","0"
"3688112","6014218","1","0","1","0","0","0"
"5587668","5770584","1","0","1","0","0","0"
"3303177","6014218","1","0","1","0","0","0"
"3118530","4808898","1","0","1","0","0","0"
"4431690","2340385","1","0","1","0","0","0"
"3714294","2340385","1","0","1","0","0","0"
"6326325","6014218","1","0","1","0","0","0"
"4350328","6014218","1","0","1","0","0","0"
"5845155","6014218","1","0","1","0","0","0"
"1959063","6014218","1","0","1","0","0","0"
"4667750","6014218","1","0","1","0","0","0"
"3624799","2340385","1","0","1","0","0","0"
"5767305","2340385","1","0","1","0","0","0"
"3923768","3477924","1","1","0","0","0","0"
"4160718","6014218","1","0","1","0","0","0"
"5590377","6014218","1","0","1","0","0","0"
"4482897","6014218","1","0","1","0","0","0"
"3331773","3678648","1","0","1","0","0","0"
"1832698","6014218","1","0","1","0","0","0"
"2908353","3142363","1","0","1","0","0","0"
"4664686","5322381","1","0","1","0","0","0"
"4036904","6014218","1","0","1","0","0","0"
"5462967","6014218","1","0","1","0","0","0"
"4574922","3142363","1","0","1","0","0","0"
"5241351","3142363","1","0","1","0","0","0"
"2890874","5322381","1","0","1","0","0","0"
"1715444","3142363","1","0","1","0","0","0"
"3777632","6014218","1","0","1","0","0","0"
"4872865","5322381","1","0","1","0","0","0"
"1803614","2594117","1","0","1","0","0","0"
"2475591","5322381","1","0","1","0","0","0"
"5996583","6014218","1","0","1","0","0","0"
"4273732","6014218","1","0","1","0","0","0"
"4444256","3678648","1","0","1","0","0","0"
"2229749","2340385","1","0","1","0","0","0"
"3341782","3678648","1","0","1","0","0","0"
"5916571","6014218","1","0","1","0","0","0"
"5898198","6014218","1","0","1","0","0","0"
"3564649","2340385","1","0","1","0","0","0"
"6047542","2340385","1","0","1","0","0","0"
"3592951","5322381","1","0","1","0","0","0"
"3269506","6014218","1","0","1","0","0","0"
"3974197","2340385","1","0","1","0","0","0"
"4730884","4667695","1","0","0","0","1","0"
"3217253","6014218","1","0","1","0","0","0"
"5620473","5322381","1","0","1","0","0","0"
"3379405","4808898","1","0","1","0","0","0"
"3252666","2594117","1","0","1","0","0","0"
"2683564","4808898","1","0","1","0","0","0"
"6028971","1367142","1","0","0","0","1","0"
"3747521","4808898","1","0","1","0","0","0"
"3849906","5770584","1","0","1","0","0","0"
"5288478","1910897","1","1","0","0","0","0"
"2568401","6014218","1","0","1","0","0","0"
"5906466","3678648","1","0","1","0","0","0"
"5869688","2340385","1","0","1","0","0","0"
"4069858","5322381","1","0","1","0","0","0"
"2013616","3678648","1","0","1","0","0","0"
"2984003","3142363","1","0","1","0","0","0"
"6007044","4808898","1","0","1","0","0","0"
"2269776","2340385","1","0","1","0","0","0"
"3581167","4808898","1","0","1","0","0","0"
"3350840","6014218","1","0","1","0","0","0"
"2795455","6014218","1","0","1","0","0","0"
"2268739","3678648","1","0","1","0","0","0"
"5978460","6014218","1","0","1","0","0","0"
"4674331","2340385","1","0","1","0","0","0"
"3261520","5322381","1","0","1","0","0","0"
"5370395","6014218","1","0","1","0","0","0"
"3907250","2340385","1","0","1","0","0","0"
"5605774","5322381","1","0","1","0","0","0"
"3195038","3142363","1","0","1","0","0","0"
"4447129","6014218","1","0","1","0","0","0"
"5723074","3678648","1","0","1","0","0","0"
"1836896","5322381","1","0","1","0","0","0"
"5637178","6014218","1","0","1","0","0","0"
"5239071","4808898","1","0","1","0","0","0"
"3610081","3142363","1","0","1","0","0","0"
"2648786","3142363","1","0","1","0","0","0"
"1590034","5770584","1","0","1","0","0","0"
"3563644","5546367","1","0","1","0","0","0"
"5659446","2340385","1","0","1","0","0","0"
"3167068","5770584","1","0","1","0","0","0"
"4186380","3678648","1","0","1","0","0","0"
"5602821","2340385","1","0","1","0","0","0"
"5698291","6014218","1","0","1","0","0","0"
"3180541","2340385","1","0","1","0","0","0"
"3114814","6014218","1","0","1","0","0","0"
"5856842","3678648","1","0","1","0","0","0"
"3367087","6014218","1","0","1","0","0","0"
"1939104","5322381","1","0","1","0","0","0"
"4869826","6014218","1","0","1","0","0","0"
"4370640","5770584","1","0","1","0","0","0"
"2757285","5770584","1","0","1","0","0","0"
"2227724","2340385","1","0","1","0","0","0"
"3181784","2594117","1","0","1","0","0","0"
"5899437","6014218","1","0","1","0","0","0"
"3304485","5322381","1","0","1","0","0","0"
"5901073","6014218","1","0","1","0","0","0"
"4700868","2594117","1","0","1","0","0","0"
"3996791","2340385","1","0","1","0","0","0"
"4901484","3142363","1","0","1","0","0","0"
"5150319","6014218","1","0","1","0","0","0"
"5004319","306405","1","0","1","0","0","0"
"6140923","6014218","1","0","1","0","0","0"
"5714283","5322381","1","0","1","0","0","0"
"3062086","2594117","1","0","1","0","0","0"
"2792090","5322381","1","0","1","0","0","0"
"6340250","6014218","1","0","1","0","0","0"
"6321997","6014218","1","0","1","0","0","0"
"3508481","5770584","1","0","1","0","0","0"
"5853778","2340385","1","0","1","0","0","0"
"5578879","6014218","1","0","1","0","0","0"
"3145385","6014218","1","0","1","0","0","0"
"3210134","4150028","1","0","0","0","1","0"
"5703907","5322381","1","0","1","0","0","0"
"3577716","5322381","1","0","1","0","0","0"
"2585385","5322381","1","0","1","0","0","0"
"5921028","6014218","1","0","1","0","0","0"
"4899419","6014218","1","0","1","0","0","0"
"5477207","6014218","1","0","1","0","0","0"
"6150812","6014218","1","0","1","0","0","0"
"5611158","2340385","1","0","1","0","0","0"
"5292924","6014218","1","0","1","0","0","0"
"4544563","2340385","1","0","1","0","0","0"
"3232459","4189120","1","1","0","0","0","0"
"3536629","6014218","1","0","1","0","0","0"
"3518641","6014218","1","0","1","0","0","0"
"5777804","6014218","1","0","1","0","0","0"
"2599796","3142363","1","0","1","0","0","0"
"1858495","3142363","1","0","1","0","0","0"
"5718992","2340385","1","0","1","0","0","0"
"4043060","3678648","1","0","1","0","0","0"
"4972341","6014218","1","0","1","0","0","0"
"3429266","3142363","1","0","1","0","0","0"
"5503267","2340385","1","0","1","0","0","0"
"2192349","2594117","1","0","1","0","0","0"
"5306374","5322381","1","0","1","0","0","0"
"3208033","6014218","1","0","1","0","0","0"
"4192620","2340385","1","0","1","0","0","0"
"2770642","4808898","1","0","1","0","0","0"
"2855152","3142363","1","0","1","0","0","0"
"2682329","6014218","1","0","1","0","0","0"
"3137580","3142363","1","0","1","0","0","0"
"4540056","6014218","1","0","1","0","0","0"
"5892938","6014218","1","0","1","0","0","0"
"5590139","4808898","1","0","1","0","0","0"
"2177970","3142363","1","0","1","0","0","0"
"4692363","5546367","1","0","1","0","0","0"
"5213318","6014218","1","0","1","0","0","0"
"4849186","2340385","1","0","1","0","0","0"
"2699434","5322381","1","0","1","0","0","0"
"4383366","6014218","1","0","1","0","0","0"
"2151773","6014218","1","0","1","0","0","0"
"1639054","2594117","1","0","1","0","0","0"
"2709283","6014218","1","0","1","0","0","0"
"3869711","896524","1","0","0","0","1","0"
"3583857","6014218","1","0","1","0","0","0"
"4455123","3142363","1","0","1","0","0","0"
"5025996","2340385","1","0","1","0","0","0"
"2131177","2340385","1","0","1","0","0","0"
"4096490","6014218","1","0","1","0","0","0"
"3958255","5322381","1","0","1","0","0","0"
"3590036","5322381","1","0","1","0","0","0"
"3551597","3142363","1","0","1","0","0","0"
"2710452","2340385","1","0","1","0","0","0"
"5442722","5322381","1","0","1","0","0","0"
"3236703","2594117","1","0","1","0","0","0"
"4716873","3142363","1","0","1","0","0","0"
"5978805","6014218","1","0","1","0","0","0"
"6159784","6014218","1","0","1","0","0","0"
"6027646","6014218","1","0","1","0","0","0"
"2738104","2340385","1","0","1","0","0","0"
"3878500","2340385","1","0","1","0","0","0"
"3125769","2340385","1","0","1","0","0","0"
"4921105","6014218","1","0","1","0","0","0"
"3200043","5322381","1","0","1","0","0","0"
"5275670","3142363","1","0","1","0","0","0"
"4874398","2340385","1","0","1","0","0","0"
"3195372","5770584","1","0","1","0","0","0"
"4581757","6014218","1","0","1","0","0","0"
"3262136","6014218","1","0","1","0","0","0"
"3986174","2022383","1","1","0","0","0","0"
"5738427","5322381","1","0","1","0","0","0"
"5345763","2340385","1","0","1","0","0","0"
"3317497","6014218","1","0","1","0","0","0"
"4030393","2594117","1","0","1","0","0","0"
"4037457","6014218","1","0","1","0","0","0"
"5846322","6014218","1","0","1","0","0","0"
"5300001","6014218","1","0","1","0","0","0"
"5655172","6014218","1","0","1","0","0","0"
"2544048","243939","1","0","1","0","0","0"
"4356570","6014218","1","0","1","0","0","0"
"4141697","3678648","1","0","1","0","0","0"
"3049974","2340385","1","0","1","0","0","0"
"3886332","2340385","1","0","1","0","0","0"
"1658369","6014218","1","0","1","0","0","0"
"2509262","1641280","1","0","1","0","0","0"
"5196432","5770584","1","0","1","0","0","0"
"4688836","6014218","1","0","1","0","0","0"
"5175731","6014218","1","0","1","0","0","0"
"2076626","6014218","1","0","1","0","0","0"
"1976161","3678648","1","0","1","0","0","0"
"5238358","2340385","1","0","1","0","0","0"
"3279571","6014218","1","0","1","0","0","0"
"2205992","5322381","1","0","1","0","0","0"
"2799137","3142363","1","0","1","0","0","0"
"5265218","3142363","1","0","1","0","0","0"
"5453490","6014218","1","0","1","0","0","0"
"5431807","6014218","1","0","1","0","0","0"
"4825435","6014218","1","0","1","0","0","0"
"2114089","4808898","1","0","1","0","0","0"
"3249576","5322381","1","0","1","0","0","0"
"2467746","6014218","1","0","1","0","0","0"
"4892214","6014218","1","0","1","0","0","0"
"2670850","6014218","1","0","1","0","0","0"
"3488097","6014218","1","0","1","0","0","0"
"1828305","3678648","1","0","1","0","0","0"
"4051323","5322381","1","0","1","0","0","0"
"2806799","2340385","1","0","1","0","0","0"
"2882815","6014218","1","0","1","0","0","0"
"3633434","6014218","1","0","1","0","0","0"
"5972161","3142363","1","0","1","0","0","0"
"5342276","5322381","1","0","1","0","0","0"
"4745726","5546367","1","0","1","0","0","0"
"4698727","5322381","1","0","1","0","0","0"
"5506165","6014218","1","0","1","0","0","0"
"4396025","3678648","1","0","1","0","0","0"
"2160198","5322381","1","0","1","0","0","0"
"4297905","3142363","1","0","1","0","0","0"
"2469012","3142363","1","0","1","0","0","0"
"5732307","4808898","1","0","1","0","0","0"
"5415339","6014218","1","0","1","0","0","0"
"3830078","2594117","1","0","1","0","0","0"
"2928097","6014218","1","0","1","0","0","0"
"5342112","6014218","1","0","1","0","0","0"
"2232178","2340385","1","0","1","0","0","0"
"4584024","3678648","1","0","1","0","0","0"
"4088969","2340385","1","0","1","0","0","0"
"2434731","6014218","1","0","1","0","0","0"
"3180869","3142363","1","0","1","0","0","0"
"6187030","3678648","1","0","1","0","0","0"
"4877481","2340385","1","0","1","0","0","0"
"3338665","5322381","1","0","1","0","0","0"
"1730679","2340385","1","0","1","0","0","0"
"3311968","4808898","1","0","1","0","0","0"
"4168804","4808898","1","0","1","0","0","0"
"5135014","5322381","1","0","1","0","0","0"
"2398410","5770584","1","0","1","0","0","0"
"4003260","5770584","1","0","1","0","0","0"
"6327412","5322381","1","0","1","0","0","0"
"3200737","6014218","1","0","1","0","0","0"
"4642855","5322381","1","0","1","0","0","0"
"2474739","6014218","1","0","1","0","0","0"
"3024322","6014218","1","0","1","0","0","0"
"6147649","6014218","1","0","1","0","0","0"
"2240828","6014218","1","0","1","0","0","0"
"6203121","6014218","1","0","1","0","0","0"
"4199813","896524","1","0","0","0","1","0"
"4067366","5322381","1","0","1","0","0","0"
"2698292","6014218","1","0","1","0","0","0"
"2783595","3678648","1","0","1","0","0","0"
"4667954","6014218","1","0","1","0","0","0"
"3340108","5770584","1","0","1","0","0","0"
"3363526","6014218","1","0","1","0","0","0"
"5670241","5322381","1","0","1","0","0","0"
"1665758","5770584","1","0","1","0","0","0"
"5429857","5770584","1","0","1","0","0","0"
"6331833","6014218","1","0","1","0","0","0"
"2211361","6014218","1","0","1","0","0","0"
"3542013","5546367","1","0","1","0","0","0"
"2814942","3142363","1","0","1","0","0","0"
"4517176","6014218","1","0","1","0","0","0"
"1726397","2340385","1","0","1","0","0","0"
"3406609","3142363","1","0","1","0","0","0"
"1800783","5770584","1","0","1","0","0","0"
"3394253","3678648","1","0","1","0","0","0"
"4611224","5322381","1","0","1","0","0","0"
"2405538","3678648","1","0","1","0","0","0"
"2071555","2204602","1","0","1","0","0","0"
"3566405","6014218","1","0","1","0","0","0"
"3086661","5322381","1","0","1","0","0","0"
"5445982","2534636","1","1","0","0","0","0"
"3724685","5322381","1","0","1","0","0","0"
"1610222","6014218","1","0","1","0","0","0"
"4818179","5770584","1","0","1","0","0","0"
"6356692","6014218","1","0","1","0","0","0"
"2863245","2340385","1","0","1","0","0","0"
"4737019","4808898","1","0","1","0","0","0"
"2637221","2340385","1","0","1","0","0","0"
"4180998","6014218","1","0","1","0","0","0"
"6347049","6014218","1","0","1","0","0","0"
"5809595","6014218","1","0","1","0","0","0"
"6354265","3678648","1","0","1","0","0","0"
"4189619","2340385","1","0","1","0","0","0"
"2416259","5322381","1","0","1","0","0","0"
"3620969","5322381","1","0","1","0","0","0"
"6141127","6014218","1","0","1","0","0","0"
"3334610","3678648","1","0","1","0","0","0"
"3444640","6014218","1","0","1","0","0","0"
"2313616","6014218","1","0","1","0","0","0"
"2684556","5322381","1","0","1","0","0","0"
"4035434","6014218","1","0","1","0","0","0"
"1689159","6014218","1","0","1","0","0","0"
"3862636","5322381","1","0","1","0","0","0"
"1918809","4808898","1","0","1","0","0","0"
"2054705","3142363","1","0","1","0","0","0"
"5025592","6014218","1","0","1","0","0","0"
"3005097","5322381","1","0","1","0","0","0"
"2503491","6014218","1","0","1","0","0","0"
"3580883","6014218","1","0","1","0","0","0"
"4645118","3142363","1","0","1","0","0","0"
"4622806","6014218","1","0","1","0","0","0"
"4205157","6014218","1","0","1","0","0","0"
"4696969","2594117","1","0","1","0","0","0"
"2981544","2340385","1","0","1","0","0","0"
"3600579","6014218","1","0","1","0","0","0"
"4751865","6014218","1","0","1","0","0","0"
"1992618","6014218","1","0","1","0","0","0"
"5084503","6014218","1","0","1","0","0","0"
"2300774","2340385","1","0","1","0","0","0"
"1626765","2340385","1","0","1","0","0","0"
"2961621","3678648","1","0","1","0","0","0"
"3280246","6014218","1","0","1","0","0","0"
"3041742","6014218","1","0","1","0","0","0"
"2006234","2340385","1","0","1","0","0","0"
"2090486","6014218","1","0","1","0","0","0"
"6307054","3678648","1","0","1","0","0","0"
"4323151","3678648","1","0","1","0","0","0"
"1676338","5322381","1","0","1","0","0","0"
"3585758","6014218","1","0","1","0","0","0"
"5729846","2340385","1","0","1","0","0","0"
"1826908","5770584","1","0","1","0","0","0"
"6345011","2340385","1","0","1","0","0","0"
"5743971","6014218","1","0","1","0","0","0"
"1631108","6014218","1","0","1","0","0","0"
"1785169","2340385","1","0","1","0","0","0"
"5897794","6014218","1","0","1","0","0","0"
"5082871","6014218","1","0","1","0","0","0"
"2237051","5770584","1","0","1","0","0","0"
"3547134","3678648","1","0","1","0","0","0"
"3339096","6014218","1","0","1","0","0","0"
"2536491","5322381","1","0","1","0","0","0"
"3450415","2340385","1","0","1","0","0","0"
"3542146","6014218","1","0","1","0","0","0"
"5756304","2340385","1","0","1","0","0","0"
"4815483","6014218","1","0","1","0","0","0"
"1738789","5322381","1","0","1","0","0","0"
"4766772","6014218","1","0","1","0","0","0"
"6324830","2340385","1","0","1","0","0","0"
"5691616","6014218","1","0","1","0","0","0"
"2448038","5322381","1","0","1","0","0","0"
"3597885","6014218","1","0","1","0","0","0"
"5848091","3142363","1","0","1","0","0","0"
"2929277","2340385","1","0","1","0","0","0"
"5475657","6014218","1","0","1","0","0","0"
"2419692","6014218","1","0","1","0","0","0"
"5781695","6014218","1","0","1","0","0","0"
"6357748","6014218","1","0","1","0","0","0"
"4610143","1994906","1","1","0","0","0","0"
"1600577","2340385","1","0","1","0","0","0"
"4856330","6014218","1","0","1","0","0","0"
"2629932","6014218","1","0","1","0","0","0"
"2660509","6014218","1","0","1","0","0","0"
"5922138","2340385","1","0","1","0","0","0"
"3214391","5322381","1","0","1","0","0","0"
"4807167","3142363","1","0","1","0","0","0"
"2923801","2340385","1","0","1","0","0","0"
"5011493","3142363","1","0","1","0","0","0"
"3001632","5322381","1","0","1","0","0","0"
"3427756","2340385","1","0","1","0","0","0"
"3728221","6014218","1","0","1","0","0","0"
"2559300","5770584","1","0","1","0","0","0"
"1689748","6014218","1","0","1","0","0","0"
"5551965","3142363","1","0","1","0","0","0"
"4759241","6014218","1","0","1","0","0","0"
"3924029","3142363","1","0","1","0","0","0"
"2501607","5322381","1","0","1","0","0","0"
"2985869","6014218","1","0","1","0","0","0"
"2915836","2340385","1","0","1","0","0","0"
"3879867","5322381","1","0","1","0","0","0"
"1906024","2340385","1","0","1","0","0","0"
"2725418","6014218","1","0","1","0","0","0"
"2883454","6014218","1","0","1","0","0","0"
"3606647","2340385","1","0","1","0","0","0"
"6211250","6014218","1","0","1","0","0","0"
"5678923","4808898","1","0","1","0","0","0"
"4338860","5322381","1","0","1","0","0","0"
"5604685","5322381","1","0","1","0","0","0"
"2330340","3142363","1","0","1","0","0","0"
"5710878","2340385","1","0","1","0","0","0"
"4384631","6014218","1","0","1","0","0","0"
"5969383","6014218","1","0","1","0","0","0"
"5377546","3678648","1","0","1","0","0","0"
"5337071","6014218","1","0","1","0","0","0"
"2921273","3678648","1","0","1","0","0","0"
"4316266","6014218","1","0","1","0","0","0"
"2315210","5322381","1","0","1","0","0","0"
"2076298","6014218","1","0","1","0","0","0"
"3880793","6014218","1","0","1","0","0","0"
"2668924","5322381","1","0","1","0","0","0"
"5685256","6014218","1","0","1","0","0","0"
"5375167","3142363","1","0","1","0","0","0"
"5514908","5322381","1","0","1","0","0","0"
"4677301","3678648","1","0","1","0","0","0"
"5151997","6014218","1","0","1","0","0","0"
"3754295","3775608","1","1","0","0","0","0"
"3032272","6014218","1","0","1","0","0","0"
"4483305","2340385","1","0","1","0","0","0"
"1653124","2340385","1","0","1","0","0","0"
"4310180","6014218","1","0","1","0","0","0"
"3209114","6014218","1","0","1","0","0","0"
"2746307","6014218","1","0","1","0","0","0"
"5222221","6014218","1","0","1","0","0","0"
"3368921","5322381","1","0","1","0","0","0"
"3679129","4136502","1","1","0","0","0","0"
"5146695","3678648","1","0","1","0","0","0"
"2232401","2594117","1","0","1","0","0","0"
"4134919","2340385","1","0","1","0","0","0"
"4874985","6014218","1","0","1","0","0","0"
"4074910","6014218","1","0","1","0","0","0"
"3737111","5322381","1","0","1","0","0","0"
"2092753","3142363","1","0","1","0","0","0"
"3119195","6014218","1","0","1","0","0","0"
"4575513","6014218","1","0","1","0","0","0"
"2939898","6014218","1","0","1","0","0","0"
"2415673","6014218","1","0","1","0","0","0"
"4632085","6014218","1","0","1","0","0","0"
"1823867","3142363","1","0","1","0","0","0"
"5596800","6014218","1","0","1","0","0","0"
"3589048","5322381","1","0","1","0","0","0"
"6043813","2340385","1","0","1","0","0","0"
"5054839","3678648","1","0","1","0","0","0"
"2786998","5322381","1","0","1","0","0","0"
"2912059","6014218","1","0","1","0","0","0"
"3419615","6014218","1","0","1","0","0","0"
"5373613","2340385","1","0","1","0","0","0"
"3064074","6014218","1","0","1","0","0","0"
"4794256","5322381","1","0","1","0","0","0"
"4753415","3678648","1","0","1","0","0","0"
"5720212","3678648","1","0","1","0","0","0"
"2930714","6014218","1","0","1","0","0","0"
"5112290","2594117","1","0","1","0","0","0"
"3130783","6014218","1","0","1","0","0","0"
"5954766","6014218","1","0","1","0","0","0"
"5031124","6014218","1","0","1","0","0","0"
"4599695","6014218","1","0","1","0","0","0"
"3342405","6014218","1","0","1","0","0","0"
"2579126","3678648","1","0","1","0","0","0"
"3999914","5322381","1","0","1","0","0","0"
"3283458","4808898","1","0","1","0","0","0"
"5527962","3678648","1","0","1","0","0","0"
"4564520","5322381","1","0","1","0","0","0"
"3147061","5322381","1","0","1","0","0","0"
"1734730","3678648","1","0","1","0","0","0"
"4555529","5322381","1","0","1","0","0","0"
"2637320","6014218","1","0","1","0","0","0"
"5128764","6014218","1","0","1","0","0","0"
"5353793","6014218","1","0","1","0","0","0"
"1727916","6014218","1","0","1","0","0","0"
"3836953","6014218","1","0","1","0","0","0"
"3004698","6014218","1","0","1","0","0","0"
"6200524","3142363","1","0","1","0","0","0"
"4973601","5322381","1","0","1","0","0","0"
"2432317","2340385","1","0","1","0","0","0"
"2920427","6014218","1","0","1","0","0","0"
"4220428","584123","1","0","0","0","1","0"
"2058394","3142363","1","0","1","0","0","0"
"2250669","3142363","1","0","1","0","0","0"
"4413500","6014218","1","0","1","0","0","0"
"6043245","3142363","1","0","1","0","0","0"
"5088996","6014218","1","0","1","0","0","0"
"2566358","6014218","1","0","1","0","0","0"
"3989931","3678648","1","0","1","0","0","0"
"2704982","2340385","1","0","1","0","0","0"
"4730884","4606653","1","0","0","0","1","0"
"6217212","6014218","1","0","1","0","0","0"
"4314186","3142363","1","0","1","0","0","0"
"3958285","2340385","1","0","1","0","0","0"
"4567570","6014218","1","0","1","0","0","0"
"1833136","6014218","1","0","1","0","0","0"
"3999586","5322381","1","0","1","0","0","0"
"3205440","6014218","1","0","1","0","0","0"
"2780512","3142363","1","0","1","0","0","0"
"5288478","774108","1","0","0","0","1","0"
"5552961","5322381","1","0","1","0","0","0"
"2150188","3142363","1","0","1","0","0","0"
"4387213","896524","1","0","0","0","1","0"
"3542114","5322381","1","0","1","0","0","0"
"5918365","3142363","1","0","1","0","0","0"
"6166979","6014218","1","0","1","0","0","0"
"3533929","5322381","1","0","1","0","0","0"
"3685954","5322381","1","0","1","0","0","0"
"5006012","5322381","1","0","1","0","0","0"
"2034029","5322381","1","0","1","0","0","0"
"4386835","6014218","1","0","1","0","0","0"
"6267591","6014218","1","0","1","0","0","0"
"3128705","5322381","1","0","1","0","0","0"
"4541268","5322381","1","0","1","0","0","0"
"3978153","2340385","1","0","1","0","0","0"
"3454083","4808898","1","0","1","0","0","0"
"5957656","2594117","1","0","1","0","0","0"
"5469674","2340385","1","0","1","0","0","0"
"5268061","6014218","1","0","1","0","0","0"
"1650270","5770584","1","0","1","0","0","0"
"5409198","2594117","1","0","1","0","0","0"
"3150809","3142363","1","0","1","0","0","0"
"3148033","6014218","1","0","1","0","0","0"
"2757188","2340385","1","0","1","0","0","0"
"2537219","2340385","1","0","1","0","0","0"
"5741712","5322381","1","0","1","0","0","0"
"5849315","6014218","1","0","1","0","0","0"
"5306826","6014218","1","0","1","0","0","0"
"3706916","6014218","1","0","1","0","0","0"
"2823462","6014218","1","0","1","0","0","0"
"2173532","6014218","1","0","1","0","0","0"
"5497025","6014218","1","0","1","0","0","0"
"2024233","6014218","1","0","1","0","0","0"
"1926763","2594117","1","0","1","0","0","0"
"3262629","2340385","1","0","1","0","0","0"
"2595926","3142363","1","0","1","0","0","0"
"2886895","5322381","1","0","1","0","0","0"
"2866442","5322381","1","0","1","0","0","0"
"2566924","5770584","1","0","1","0","0","0"
"1578061","6014218","1","0","1","0","0","0"
"2061145","3142363","1","0","1","0","0","0"
"2227724","6014218","1","0","1","0","0","0"
"5923255","6014218","1","0","1","0","0","0"
"2942586","5770584","1","0","1","0","0","0"
"1740097","3142363","1","0","1","0","0","0"
"4185394","6014218","1","0","1","0","0","0"
"2105380","2594117","1","0","1","0","0","0"
"1758773","6014218","1","0","1","0","0","0"
"4860700","6014218","1","0","1","0","0","0"
"4919971","3142363","1","0","1","0","0","0"
"1652415","2340385","1","0","1","0","0","0"
"2968732","6014218","1","0","1","0","0","0"
"3317680","6014218","1","0","1","0","0","0"
"4869237","2340385","1","0","1","0","0","0"
"4715925","4808898","1","0","1","0","0","0"
"2945358","5322381","1","0","1","0","0","0"
"4761277","5770584","1","0","1","0","0","0"
"4731528","2340385","1","0","1","0","0","0"
"3500975","6014218","1","0","1","0","0","0"
"2275324","2340385","1","0","1","0","0","0"
"2868461","2340385","1","0","1","0","0","0"
"1806697","5322381","1","0","1","0","0","0"
"3712511","6014218","1","0","1","0","0","0"
"3011573","6014218","1","0","1","0","0","0"
"4776291","6014218","1","0","1","0","0","0"
"3693311","2340385","1","0","1","0","0","0"
"3086943","6014218","1","0","1","0","0","0"
"4398494","6014218","1","0","1","0","0","0"
"5162229","2340385","1","0","1","0","0","0"
"5563604","6014218","1","0","1","0","0","0"
"3989571","3678648","1","0","1","0","0","0"
"3489075","4808898","1","0","1","0","0","0"
"5422021","2340385","1","0","1","0","0","0"
"5637773","3678648","1","0","1","0","0","0"
"4533505","4808898","1","0","1","0","0","0"
